Time_of_Day,Students_Present,Temperature_C,Appliance_Usage,Day_of_Week,Energy_Consumption_kWh,Month,Season,Building_Type,Weather_Condition,Occupancy_Level,Shift,HVAC_Mode,Event_Type,Maintenance_Status,Humidity_Percent,Wind_Speed_kmh,Solar_Radiation_Wm2,HVAC_Usage_kW,Lighting_Usage_kW,Water_Usage_Liters,CO2_Level_ppm
4,432.0,32.45,30.0,6,362.26,5,Spring,Classroom,Windy,High,Night,,Regular_Class,Post_Maintenance,,3.7,3.7,15.25,1.62,1742.7,
22,333.0,37.82,14.0,5,289.34,6,Summer,Classroom,Cloudy,High,Evening,Ventilation,Sports_Event,Post_Maintenance,55.9,44.5,8.4,11.36,0.0,1383.7,651.6
1,352.0,4.61,31.0,1,276.94,12,Winter,Laboratory,Sunny,High,Night,Heating,Regular_Class,Under_Maintenance,77.9,32.6,4.5,14.39,3.09,959.6,691.9
15,380.0,11.23,58.0,4,368.1,2,Winter,Classroom,Sunny,High,Afternoon,Off,Regular_Class,Under_Maintenance,96.8,8.5,437.6,9.86,7.73,1909.3,745.8
14,707.0,30.12,46.0,7,516.45,5,Spring,Classroom,Sunny,Full,Afternoon,Cooling,Holiday,Normal,68.4,46.2,965.6,17.83,6.54,2806.3,847.7
18,343.0,10.69,73.0,4,420.01,10,Fall,Gymnasium,Sunny,High,Evening,Heating,Regular_Class,Normal,83.8,1.8,914.3,13.92,1.27,995.1,672.1
6,565.0,18.92,17.0,2,384.9,5,Spring,Office,Sunny,Full,Morning,Heating,Exam,Normal,59.0,12.8,723.9,28.0,2.29,,820.3
1,190.0,20.97,19.0,6,237.02,4,Spring,Classroom,Sunny,Medium,Night,Cooling,Regular_Class,Post_Maintenance,56.6,35.2,2.1,,,701.8,595.8
7,688.0,33.48,28.0,7,451.18,5,Spring,Classroom,Windy,Full,Morning,Heating,Sports_Event,Post_Maintenance,78.5,,509.3,15.7,4.15,2302.7,740.6
6,200.0,126.62303565309121,17.0,1,209.96,2,Winter,Office,,Medium,Morning,Auto,Holiday,Normal,90.2,12.6,455.7,14.95,1.75,839.8,589.2
22,204.0,9.08,16.0,4,198.64,11,Fall,Library,Sunny,Medium,Evening,Cooling,Sports_Event,Normal,79.2,11.0,,14.03,3.32,1088.4,541.0
10,582.0,16.37,31.0,4,410.26,9,Fall,Cafeteria,CLOUDY,Full,Morning,,Seminar,Under_Maintenance,60.6,,527.6,22.92,8.59,,812.8
2,155.0,4.51,31.0,6,198.73,12,Winter,Classroom,Rainy,Medium,Night,Ventilation,Regular_Class,Normal,,38.8,1.9,10.44,1.39,262.8,501.7
17,341.0,5.0,49.0,1,350.45,1,Winter,Classroom,Sunny,High,Afternoon,Heating,No_Event,Normal,82.2,23.3,965.5,16.01,6.27,1082.8,708.2
7,,15.98,19.0,7,167.25,3,Spring,Laboratory,Rainy,Medium,Morning,Cooling,Holiday,Under_Maintenance,66.6,37.5,657.1,10.4,5.36,155.8,527.5
4,134.0,6.32,19.0,3,179.35,1,Winter,Laboratory,Cloudy,Medium,Night,Heating,Seminar,Normal,73.3,8.3,4.4,18.01,0.72,873.0,
14,528.0,23.63,55.0,2,467.35,6,Summer,Office,Sunny,Full,Afternoon,Cooling,No_Event,Post_Maintenance,82.8,32.1,765.8,20.37,4.98,1501.3,807.0
6,512.0,34.41,28.0,7,407.74,5,Spring,Library,Sunny,Full,Morning,,Exam,Normal,61.3,36.2,535.7,20.92,2.04,1948.7,773.2
16,317.0,10.6,45.0,7,323.54,1,Winter,Classroom,Rainy,High,Afternoon,Off,Holiday,Normal,75.3,,90.8,8.06,6.12,861.4,738.0
8,0.0,3.63,38.0,7,184.02,10,Fall,Laboratory,Cloudy,,Morning,Cooling,Workshop,Normal,89.1,22.7,1026.6,8.77,,255.5,459.3
6,287.0,30.5,,6,270.25,5,Spring,,,Medium,Morning,Heating,Holiday,Normal,68.4,19.9,462.0,13.07,0.0,1298.0,632.7
18,363.0,17.13,29.0,1,298.99,4,Spring,,Windy,High,Evening,Heating,Regular_Class,Normal,81.2,42.6,401.6,15.94,4.88,,740.0
5,161.0,24.51,49.0,2,280.52,4,Spring,Library,Partly_Cloudy,Medium,Night,Cooling,Regular_Class,Under_Maintenance,76.4,13.1,4.8,2.3,6.44,1028.7,
12,0.0,12.57,47.0,2,215.3,10,Fall,Classroom,Stormy,Low,Afternoon,Auto,Regular_Class,Normal,77.8,29.6,806.7,4.75,8.42,167.2,431.7
21,260.0,32.78,22.0,5,271.91,7,Summer,Classroom,Partly_Cloudy,Medium,Evening,Ventilation,Regular_Class,Normal,76.4,34.4,8.2,11.45,0.0,933.2,608.7
4,238.0,21.72,10.0,2,243.64,8,Summer,Cafeteria,Partly_Cloudy,,Night,Heating,Holiday,Under_Maintenance,67.1,30.5,8.7,17.59,4.42,1124.4,555.6
5,183.0,17.19,23.0,1,205.34,3,Spring,Laboratory,Sunny,Medium,Night,Off,Exam,Under_Maintenance,73.1,15.1,7.5,7.79,1.95,329.5,577.1
1,245.0,9.41,19.0,2,198.64,1,Winter,Classroom,Sunny,Medium,Night,Heating,Sports_Event,Normal,75.2,48.6,13.2,7.89,4.25,1046.3,599.3
17,484.0,15.67,18.0,2,330.52,9,Fall,Laboratory,Sunny,High,Afternoon,Cooling,Seminar,Under_Maintenance,77.3,38.2,678.9,19.17,6.28,1774.1,780.8
5,313.0,31.17,14.0,7,274.67,5,Spring,Classroom,Windy,High,Night,Ventilation,Seminar,Normal,61.6,4.7,3.6,19.5,2.51,1499.3,635.9
15,445.0,18.92,47.0,5,388.51,9,Fall,Office,Rainy,High,Afternoon,Cooling,Regular_Class,Normal,73.1,9.4,932.5,19.53,9.31,,784.1
19,437.0,8.21,27.0,5,338.99,2,Winter,Classroom,Sunny,High,Evening,Cooling,Workshop,Normal,88.7,11.1,12.0,20.83,7.47,1834.3,621.6
7,250.0,15.33,20.0,6,287.19,10,Fall,Office,Cloudy,,Morning,Off,Regular_Class,Normal,,3.8,368.6,17.61,8.69,,634.3
1,295.0,27.59,10.0,2,260.32,6,Summer,Classroom,Rainy,Medium,Night,Heating,Workshop,Scheduled_Check,59.7,26.1,8.7,15.97,2.52,1221.4,645.4
21,,5.03,39.0,2,142.49,11,Fall,Classroom,Cloudy,,Evening,,Regular_Class,Normal,90.3,21.4,9.1,3.49,0.75,295.4,458.4
13,191.0,15.41,26.0,2,235.29,9,Fall,Cafeteria,Cloudy,Medium,Afternoon,Ventilation,Holiday,Normal,70.2,49.9,157.2,14.03,7.59,602.4,590.9
5,223.0,19.7,17.0,2,225.66,3,Spring,Classroom,Rainy,Medium,Night,Cooling,Workshop,Under_Maintenance,75.0,21.2,14.4,7.76,0.0,,575.1
0,603.0,35.0,,7,398.81,6,Summer,Library,Rainy,Full,Night,Auto,Workshop,Normal,63.8,34.9,13.4,28.32,1.49,2102.5,830.4
14,390.0,8.82,48.0,7,411.51,2,Winter,Laboratory,Foggy,High,Afternoon,,Regular_Class,Post_Maintenance,79.2,11.2,1015.4,21.25,6.39,1421.8,664.7
3,110.0,11.91,28.0,4,206.5,2,Winter,Cafeteria,Stormy,,Night,Cooling,Workshop,Normal,73.7,44.1,,,4.0,310.2,531.4
13,566.0,27.46,,1,430.54,5,Spring,Classroom,Cloudy,Full,Afternoon,Auto,Workshop,Normal,71.5,0.0,262.6,,5.68,,758.9
20,386.0,17.21,11.0,6,290.03,3,Spring,Classroom,Cloudy,High,Evening,Cooling,Seminar,Normal,66.1,24.3,12.0,19.6,3.4,1409.2,653.4
20,49.0,27.76,21.0,3,170.66,7,Summer,Classroom,Windy,Low,Evening,Off,Workshop,Normal,76.8,9.6,14.3,0.09,8.75,243.0,494.3
4,297.0,20.54,20.0,4,295.8,10,Fall,Classroom,Cloudy,Medium,Night,Cooling,Seminar,Normal,74.1,9.0,12.2,6.66,3.04,1277.2,591.3
18,333.0,13.59,32.0,4,350.67,10,Fall,Gymnasium,Sunny,High,Evening,Auto,Regular_Class,Normal,89.3,36.7,839.4,15.63,,1513.3,686.6
10,221.0,8.71,47.0,6,313.66,2,Winter,Classroom,Rainy,Medium,Morning,Cooling,Regular_Class,Normal,96.7,52.2,335.9,18.29,5.37,978.2,627.7
23,438.0,9.31,26.0,5,315.22,12,Winter,Office,Cloudy,High,Evening,Heating,Holiday,Under_Maintenance,77.6,50.6,,16.65,,1751.7,766.8
14,499.0,22.16,40.0,3,390.79,4,Spring,Laboratory,Stormy,,Afternoon,Off,Holiday,,64.0,4.0,569.4,12.94,6.13,2439.2,
11,174.0,24.44,27.0,4,252.09,6,Summer,Cafeteria,Partly_Cloudy,Medium,Morning,Ventilation,Regular_Class,Normal,70.6,7.7,958.3,16.93,4.83,635.9,632.3
1,237.0,23.64,29.0,3,276.88,4,Spring,Classroom,sunny,Medium,Night,Heating,Exam,Normal,64.5,4.1,11.8,15.66,0.0,835.2,559.6
0,316.0,23.43,30.0,2,311.97,8,Summer,Classroom,Cloudy,High,Night,Heating,Regular_Class,Scheduled_Check,63.0,46.2,,6.93,0.0,1643.3,616.1
23,404.0,19.47,16.0,4,295.61,3,Spring,Classroom,Windy,High,Evening,,Regular_Class,Normal,69.0,36.0,,,1.88,,738.2
13,283.0,25.32,37.0,7,307.3,8,Summer,Cafeteria,Rainy,Medium,Afternoon,Cooling,Seminar,Normal,76.1,9.3,789.7,19.24,10.19,1187.0,590.8
17,224.0,16.17,36.0,6,1766.0972913299984,10,Fall,Laboratory,Sunny,Medium,Afternoon,Cooling,Regular_Class,Normal,77.2,3.5,377.3,10.37,5.11,1487.4,636.9
21,204.0,24.73,12.0,3,236.03,4,Spring,Auditorium,Windy,Medium,Evening,Off,Regular_Class,Normal,82.8,20.5,3.1,6.21,1.75,849.0,613.3
17,0.0,11.18,27.0,1,152.35,2,Winter,Gymnasium,Foggy,Low,Afternoon,Off,Regular_Class,Normal,74.6,12.8,677.8,3.82,,332.5,
14,320.0,29.96,49.0,1,360.85,8,Summer,Library,Cloudy,High,Afternoon,Cooling,Seminar,,65.4,51.3,330.4,11.99,7.45,1119.1,708.9
16,152.0,28.6,70.0,2,-31.79439928840509,5,Spring,Gymnasium,Partly_Cloudy,Medium,Afternoon,,Regular_Class,Normal,71.7,18.8,285.0,15.48,1.5,,595.8
7,184.0,14.74,13.0,4,233.56,3,Spring,,Cloudy,Medium,Morning,Heating,Seminar,Scheduled_Check,71.4,23.4,380.4,12.08,,640.1,596.8
12,366.0,11.88,45.0,2,336.94,10,Fall,Auditorium,Partly_Cloudy,High,Afternoon,Cooling,Regular_Class,Post_Maintenance,79.2,8.1,1037.0,12.99,5.35,1811.3,
20,41.0,33.82,27.0,5,195.13,7,Summer,Office,Sunny,Low,Evening,Auto,Workshop,Post_Maintenance,65.8,30.1,5.5,6.25,5.36,272.7,453.4
10,500.0,34.78,41.0,3,426.57,6,Summer,Classroom,Sunny,Full,Morning,Heating,Regular_Class,Normal,77.0,13.3,396.6,20.05,5.99,2379.3,784.7
6,307.0,21.31,11.0,3,238.37,6,Summer,Library,Windy,High,Morning,Heating,Sports_Event,Scheduled_Check,76.2,12.4,820.2,14.87,0.54,1777.7,656.7
6,141.0,,26.0,7,241.42,8,Summer,Laboratory,Cloudy,Medium,Morning,Heating,Exam,Normal,59.3,,548.6,6.44,1.12,265.8,469.1
3,267.0,22.0,14.0,5,253.58,4,Spring,Classroom,,Medium,Night,Cooling,Regular_Class,Normal,63.1,22.8,6.1,11.0,0.0,1060.9,562.2
21,185.0,31.64,26.0,5,240.86,7,Summer,,,Medium,Evening,Heating,Workshop,Normal,76.5,24.7,4.3,2.54,0.0,767.5,532.0
22,2266.0,12.1,26.0,5,306.61,3,Spring,Gymnasium,Rainy,High,Evening,,Holiday,,,,9.8,20.72,1.88,1569.4,635.2
22,296.0,27.42,9.0,7,231.17,5,Spring,Library,Sunny,,Evening,Heating,Workshop,Normal,68.4,14.7,12.8,14.86,0.0,1185.1,632.7
12,427.0,7.58,36.0,4,359.25,1,Winter,Office,,High,Afternoon,Cooling,Workshop,Normal,71.6,6.4,386.4,16.4,4.21,2078.4,745.8
20,291.0,11.39,19.0,1,262.92,2,Winter,Cafeteria,Foggy,Medium,Evening,Cooling,Exam,Scheduled_Check,75.3,23.7,,13.72,6.26,1418.7,666.1
11,277.0,21.15,43.0,1,332.28,2,Winter,Cafeteria,Sunny,Medium,Morning,Heating,Holiday,Normal,94.8,45.3,,16.45,6.34,1702.9,593.7
12,461.0,9.02,63.0,2,456.29,11,Fall,Office,Cloudy,High,Afternoon,Cooling,Regular_Class,Under_Maintenance,69.5,31.8,939.6,21.1,7.9,1926.7,
19,349.0,12.32,20.0,4,284.37,3,Spring,Laboratory,,High,Evening,Heating,Exam,Normal,75.3,19.6,10.5,18.4,3.28,1598.1,673.4
6,100.0,23.63,34.0,6,212.94,8,Summer,Cafeteria,Cloudy,Medium,Morning,Auto,Regular_Class,Normal,56.8,9.2,85.2,7.41,0.58,69.0,465.8
21,340.0,6.0,18.0,3,249.07,1,Winter,,Sunny,High,Evening,Heating,Regular_Class,Normal,91.4,16.0,10.9,13.06,0.0,1407.7,677.5
21,444.0,27.59,5.0,1,306.76,5,Spring,Gymnasium,Rainy,,Evening,Heating,No_Event,Normal,69.5,10.8,12.1,22.41,0.0,1385.6,703.2
12,279.0,26.14,63.0,3,374.11,9,Fall,Library,Sunny,Medium,Afternoon,Ventilation,Regular_Class,Normal,77.8,33.4,430.9,9.54,6.94,1138.5,637.7
9,,31.2,43.0,2,292.93,6,Summer,Library,Windy,Low,Morning,Cooling,Regular_Class,Normal,64.8,10.7,772.2,5.37,9.06,121.7,513.0
22,4240.0,19.69,18.0,4,271.52,3,Spring,Library,Partly_Cloudy,High,Evening,Ventilation,Regular_Class,Normal,73.0,49.6,8.4,13.85,1.98,1742.2,706.1
7,306.0,26.24,27.0,7,296.96,7,Summer,Classroom,Sunny,,Morning,Off,Regular_Class,Normal,,39.4,659.4,15.81,6.36,,594.9
8,334.0,23.93,71.0,1,435.28,9,Fall,Library,Sunny,High,Morning,Cooling,Exam,Normal,58.4,27.8,548.4,13.78,3.5,1296.8,695.0
16,33.0,30.54,29.0,5,214.5,5,Spring,,Cloudy,Low,Afternoon,Heating,Exam,Scheduled_Check,69.3,14.9,224.1,2.61,4.59,562.0,498.8
12,262.0,16.06,45.0,3,314.3,2,Winter,Library,Foggy,Medium,Afternoon,Cooling,No_Event,Scheduled_Check,71.4,27.0,992.8,7.59,4.14,402.0,629.6
8,295.0,4.71,15.0,6,201.12,10,Fall,Classroom,Stormy,Medium,Morning,Heating,Sports_Event,Normal,80.5,50.7,196.5,11.57,7.07,1222.4,697.6
14,420.0,,53.0,5,418.14,6,Summer,Laboratory,Partly_Cloudy,High,Afternoon,Heating,Regular_Class,Normal,78.3,47.7,309.8,23.74,2.36,1668.3,711.5
11,434.0,21.19,57.0,5,406.03,3,Spring,Classroom,Windy,High,Morning,Cooling,Regular_Class,Normal,71.7,18.2,108.8,13.38,6.92,1507.5,
13,345.0,27.52,67.0,1,404.91,5,Spring,Laboratory,Rainy,High,Afternoon,Cooling,Regular_Class,Normal,71.6,51.8,430.9,12.26,6.25,1451.1,721.4
0,482.0,8.3,15.0,6,328.39,11,Fall,Classroom,Sunny,High,Night,Cooling,Regular_Class,Normal,74.0,49.5,3.4,21.55,2.6,1542.9,695.2
2,174.0,16.55,12.0,1,156.04,9,Fall,Office,Rainy,Medium,Night,,Workshop,Under_Maintenance,70.7,9.2,5.2,8.11,1.25,918.8,552.8
23,354.0,20.03,22.0,6,258.71,9,Fall,Cafeteria,Windy,High,Evening,Heating,Regular_Class,Normal,69.3,25.4,10.5,15.14,0.0,1447.0,644.9
17,577.0,4.86,39.0,2,408.6,1,Winter,Classroom,Cloudy,Full,Afternoon,Off,Seminar,Under_Maintenance,92.1,48.1,830.1,22.41,6.15,2438.0,823.6
11,593.0,17.89,46.0,2,464.78,2,Winter,Classroom,Sunny,Full,Morning,Ventilation,Sports_Event,Normal,76.4,38.2,242.7,23.68,8.69,2466.1,821.5
0,267.0,31.48,26.0,6,289.51,6,Summer,Office,Sunny,Medium,Night,Cooling,No_Event,Normal,87.6,48.0,2.6,11.25,3.45,1011.7,582.2
16,,35.78,16.0,7,187.57,5,Spring,Office,Foggy,Low,Afternoon,Cooling,Holiday,,71.9,54.9,648.5,4.3,3.11,448.2,569.9
1,,,15.0,4,308.2,6,Summer,Office,Rainy,High,Night,Cooling,Sports_Event,Under_Maintenance,65.3,29.0,13.7,12.21,,1428.5,633.3
20,17.0,25.7,39.0,2,233.0,4,Spring,Classroom,Cloudy,Low,Evening,Cooling,Sports_Event,Normal,76.5,41.1,5.3,,5.51,254.9,416.6
11,9.0,20.32,38.0,5,195.5,8,Summer,Library,Cloudy,Low,Morning,,Seminar,Normal,73.4,30.8,602.0,,5.32,208.7,475.8
1,84.0,25.21,10.0,5,196.53,5,Spring,Classroom,Sunny,Low,Night,Auto,No_Event,Post_Maintenance,61.2,43.1,,11.97,4.02,966.9,561.4
17,355.0,8.2,24.0,2,299.7,12,Winter,Office,Cloudy,High,Afternoon,Ventilation,Sports_Event,Normal,71.5,3.1,1005.7,,8.33,1702.7,
0,176.0,9.65,21.0,2,221.9,11,Fall,,Partly_Cloudy,Medium,Night,Cooling,Seminar,Post_Maintenance,64.3,36.4,8.7,9.62,0.0,891.4,565.7
4,3489.0,27.76,23.0,7,311.07,4,Spring,Laboratory,Foggy,Medium,Night,Auto,Workshop,Normal,75.9,2.1,12.1,20.97,2.55,877.2,633.4
15,529.0,32.18,47.0,1,466.46,6,Summer,Cafeteria,Stormy,,Afternoon,Heating,Sports_Event,Under_Maintenance,67.3,44.5,538.8,25.06,5.86,2036.8,784.3
14,425.0,17.3,50.0,2,404.83,3,Spring,Laboratory,Rainy,High,Afternoon,Ventilation,Regular_Class,Scheduled_Check,74.9,21.0,443.5,18.09,5.96,1947.5,
11,29.0,17.39,50.0,7,216.23,8,Summer,Cafeteria,Partly_Cloudy,Low,Morning,Heating,Regular_Class,Normal,75.8,39.3,434.0,5.92,1.71,845.1,517.8
8,295.0,9.93,65.0,7,350.54,10,Fall,Laboratory,Cloudy,Medium,Morning,Cooling,Workshop,,85.2,33.5,193.7,13.84,3.72,842.6,588.0
19,230.0,-0.28,29.0,5,233.19,1,Winter,Laboratory,,Medium,Evening,Cooling,Regular_Class,Post_Maintenance,90.2,45.8,0.0,13.33,7.46,801.8,582.0
15,384.0,6.54,19.0,6,285.12,12,Winter,Classroom,Sunny,High,Afternoon,Cooling,Regular_Class,Normal,69.9,49.1,712.1,12.58,2.09,1184.0,709.8
22,,9.43,29.0,5,196.45,9,Fall,Library,Rainy,Low,Evening,Cooling,Regular_Class,Normal,,1.5,9.6,8.29,0.0,384.6,471.0
11,258.0,14.81,24.0,4,265.15,12,Winter,Classroom,Sunny,Medium,Morning,Off,Exam,Under_Maintenance,78.8,27.2,,,7.0,790.5,619.6
19,657.0,28.28,20.0,3,436.36,8,Summer,Gymnasium,Cloudy,Full,Evening,Ventilation,Regular_Class,Normal,52.3,36.6,4.7,24.88,9.18,2848.8,750.4
0,312.0,2.33,,7,258.05,2,Winter,Gymnasium,Sunny,High,Night,Heating,Seminar,Post_Maintenance,90.4,33.7,,14.5,1.89,1031.8,668.7
11,189.0,23.03,66.0,7,338.25,8,Summer,Laboratory,Foggy,Medium,Morning,Off,Regular_Class,Normal,68.3,44.8,891.9,10.51,7.15,929.8,642.8
5,494.0,27.51,21.0,7,342.26,5,Spring,Gymnasium,Partly_Cloudy,High,Night,Cooling,Holiday,Normal,64.0,36.3,8.8,24.81,0.39,1830.8,722.8
0,591.0,7.76,10.0,7,357.97,10,Fall,Classroom,Sunny,Full,Night,Cooling,Exam,Normal,86.8,51.6,6.3,25.4,2.41,2398.3,812.5
23,519.0,16.09,20.0,1,338.55,3,Spring,Gymnasium,Foggy,Full,Evening,Off,Regular_Class,Normal,74.1,5.6,8.2,18.99,0.06,1717.5,778.7
17,187.0,17.41,34.0,4,266.02,6,Summer,Library,Foggy,Medium,Afternoon,Cooling,Exam,Under_Maintenance,62.9,14.2,840.1,8.06,6.45,759.1,555.2
17,426.0,9.99,58.0,6,409.87,12,Winter,,Sunny,High,Afternoon,Auto,Exam,Normal,77.1,7.5,227.1,28.07,2.83,1448.5,682.8
19,701.0,18.97,31.0,4,448.28,9,Fall,Cafeteria,Foggy,Full,Evening,Cooling,Exam,Normal,76.5,19.0,11.5,27.04,2.4,2469.6,929.4
7,93.0,26.83,24.0,2,161.62,6,Summer,Classroom,Sunny,Low,Morning,Off,No_Event,Normal,60.3,50.3,409.6,2.15,8.88,889.3,442.3
4,109.0,34.14,24.0,6,238.98,6,Summer,Laboratory,Rainy,Medium,Night,Heating,Holiday,Post_Maintenance,72.2,,11.8,6.14,0.12,672.1,517.5
21,328.0,7.57,16.0,3,248.78,2,Winter,Laboratory,Partly_Cloudy,High,Evening,Cooling,Regular_Class,Normal,80.3,45.0,12.0,17.15,0.73,1732.6,
23,266.0,11.01,21.0,4,255.58,2,Winter,Classroom,Foggy,Medium,Evening,Cooling,Regular_Class,Normal,82.1,43.7,11.6,12.47,2.08,1051.3,620.5
7,336.0,9.61,33.0,2,327.29,11,Fall,Laboratory,Rainy,High,Morning,Cooling,No_Event,Normal,86.6,22.6,421.0,20.79,7.78,1689.9,689.3
21,,,23.0,7,285.41,11,Fall,Classroom,,High,Evening,Ventilation,Seminar,Normal,89.9,14.4,0.9,18.49,0.76,1642.5,768.8
21,347.0,,13.0,6,293.72,9,Fall,,Cloudy,High,Evening,Cooling,Regular_Class,Normal,69.3,7.3,0.1,14.91,1.58,1919.8,655.6
21,225.0,7.77,,4,190.43,12,Winter,Classroom,Sunny,Medium,Evening,Heating,Regular_Class,Normal,75.2,31.4,12.0,7.8,1.35,,670.5
0,519.0,29.53,21.0,2,378.24,4,Spring,Library,Cloudy,Full,Night,Cooling,No_Event,Normal,55.1,16.0,4.2,16.65,1.21,2126.5,781.5
16,340.0,13.77,56.0,1,357.39,2,Winter,Laboratory,Sunny,High,Afternoon,Auto,Workshop,Post_Maintenance,76.2,26.3,417.9,19.39,6.22,1294.1,707.0
18,336.0,22.22,63.0,4,406.86,3,Spring,Office,,High,Evening,Ventilation,Regular_Class,Normal,67.1,12.4,882.8,13.23,4.66,1455.6,615.0
6,279.0,9.6,11.0,2,214.99,1,Winter,Laboratory,,Medium,Morning,Ventilation,Sports_Event,Scheduled_Check,79.8,12.0,967.9,8.76,0.0,884.8,618.4
7,429.0,16.58,24.0,5,-139.7589309837469,3,Spring,Classroom,Rainy,High,Morning,Auto,Sports_Event,Post_Maintenance,67.0,33.0,962.8,25.19,7.38,1631.6,722.5
6,181.0,,28.0,3,254.85,10,Fall,Cafeteria,Cloudy,Medium,Morning,Off,Holiday,Normal,61.0,15.0,,13.57,0.91,1491.6,529.8
6,180.0,,37.0,5,262.53,7,Summer,,Cloudy,Medium,Morning,Cooling,No_Event,,67.9,31.9,,17.98,0.86,740.7,574.6
20,469.0,4.78,30.0,1,326.67,11,Fall,Office,Sunny,High,Evening,Heating,Exam,Normal,79.6,13.9,10.3,15.77,7.77,1401.3,758.4
14,413.0,3.61,61.0,3,380.85,2,Winter,Classroom,Cloudy,High,Afternoon,Off,Regular_Class,Normal,76.6,52.0,768.4,20.41,0.7,2001.5,
21,403.0,17.85,28.0,1,376.23,3,Spring,Laboratory,Cloudy,High,Evening,,Sports_Event,Scheduled_Check,70.8,41.6,0.7,24.21,2.59,2327.6,721.8
16,486.0,8.45,41.0,4,399.75,2,Winter,Office,Sunny,High,Afternoon,Auto,Regular_Class,Under_Maintenance,71.2,3.1,667.8,19.37,9.1,1932.5,750.9
21,,,12.0,7,370.87,7,Summer,Laboratory,Cloudy,Full,Evening,Cooling,Regular_Class,,65.2,14.5,10.8,20.55,5.08,1937.7,808.8
5,,6.42,25.0,2,165.88,1,Winter,office,Rainy,Low,Night,Off,No_Event,Normal,,40.9,3.4,7.75,1.05,495.0,424.7
9,166.0,22.03,34.0,1,260.56,5,Spring,Gymnasium,Partly_Cloudy,Medium,Morning,,Exam,,67.3,17.1,805.0,13.35,,1097.0,601.1
11,447.0,17.1,59.0,2,411.16,2,Winter,Classroom,Sunny,High,Morning,Off,Regular_Class,Normal,75.4,19.6,194.8,15.28,7.31,1352.2,717.1
4,318.0,32.93,24.0,7,316.92,7,Summer,Office,Foggy,High,Night,Heating,Regular_Class,Normal,68.3,11.5,0.7,10.93,,1279.0,659.3
12,558.0,31.83,38.0,7,458.28,5,Spring,Library,Sunny,Full,Afternoon,Cooling,Regular_Class,Normal,63.4,18.0,477.0,22.93,11.05,2327.4,806.3
17,620.0,8.86,16.0,3,354.91,10,Fall,Office,Rainy,Full,Afternoon,Cooling,Regular_Class,Normal,82.3,35.3,755.3,21.61,5.77,2518.4,848.7
18,,20.04,44.0,2,291.04,3,Spring,Cafeteria,,,Evening,Heating,Sports_Event,Normal,79.3,36.5,814.7,16.02,,568.3,521.0
